"attachments/0/__typename","attachments/0/animated_image","attachments/0/animated_image/uri","attachments/0/blurred_image/uri","attachments/0/cix_screen","attachments/0/frame_count","attachments/0/frame_rate","attachments/0/frames_per_column","attachments/0/frames_per_row","attachments/0/id","attachments/0/image/height","attachments/0/image/uri","attachments/0/image/width","attachments/0/label","attachments/0/massive_image/height","attachments/0/massive_image/width","attachments/0/ocrText","attachments/0/pack","attachments/0/pack/id","attachments/0/pack/name","attachments/0/sprite_image","attachments/0/sprite_image/uri","commentUrl","commentsCount","date","facebookId","facebookUrl","feedbackId","id","inputUrl","likesCount","parentComment/author/__typename","parentComment/author/id","parentComment/author/name","parentComment/author/short_name","parentComment/id","parentReply/author/__typename","parentReply/author/gender","parentReply/author/id","parentReply/author/name","parentReply/id","postTitle","profileId","profileName","profilePicture","profileUrl","replyToCommentId","text","threadingDepth"
,,,,,,,,,,,,,,,,,,,,,,"https://www.facebook.com/LoveandDeepspaceEN/videos/1084720313573370/?comment_id=1429404174894097",,"2025-05-10T03:09:38.000Z","664939976517435","https://www.facebook.com/watch/?v=1084720313573370","ZmVlZGJhY2s6NjY0OTM5OTc2NTE3NDM1XzE0Mjk0MDQxNzQ4OTQwOTc=","Y29tbWVudDo2NjQ5Mzk5NzY1MTc0MzVfMTQyOTQwNDE3NDg5NDA5Nw==","https://www.facebook.com/watch/?v=1084720313573370","15",,,,,,,,,,,"Love and Deepspace | Heartbeat Ripples Series Memories Rerun
Be Immersed In This Moment's Hidden Elegance
🤍[Heartbeat Ripples] Series Memories Rerun is...","pfbid0pD4YMr3AfH2KHB6zFVE8R7g7aEXubEWDU7ncKTh73ufyG7bdWsrKiTAk4DLey3Sl","Charm Plan","https://scontent.fesb4-5.fna.fbcdn.net/v/t39.30808-1/497643824_666243849531034_6164942429437958706_n.jpg?stp=cp0_dst-jpg_s32x32_tt6&_nc_cat=108&ccb=1-7&_nc_sid=e99d92&_nc_ohc=WxgoEBM2RKQQ7kNvwHFDAtT&_nc_oc=AdkXC_qef--bFVjXkkk0T8aqXAyFZjfycL42wOmjhy1aFSGAUk6OEuCzK5aAWIJkctU&_nc_zt=24&_nc_ht=scontent.fesb4-5.fna&_nc_gid=I4nR52Bzwi3TDJVUGmAHzw&oh=00_AfOW05tsQRozectFyL_eikrvxsHXz21_YSI3nDJ75mKFRA&oe=684B5CBB",,,"oracle of stars more like oracle of scams🤯🤣","0"
,,,,,,,,,,,,,,,,,,,,,,"https://www.facebook.com/LoveandDeepspaceEN/videos/1084720313573370/?comment_id=665729349423348","4","2025-05-10T03:06:47.000Z","664939976517435","https://www.facebook.com/watch/?v=1084720313573370","ZmVlZGJhY2s6NjY0OTM5OTc2NTE3NDM1XzY2NTcyOTM0OTQyMzM0OA==","Y29tbWVudDo2NjQ5Mzk5NzY1MTc0MzVfNjY1NzI5MzQ5NDIzMzQ4","https://www.facebook.com/watch/?v=1084720313573370","38",,,,,,,,,,,"Love and Deepspace | Heartbeat Ripples Series Memories Rerun
Be Immersed In This Moment's Hidden Elegance
🤍[Heartbeat Ripples] Series Memories Rerun is...","pfbid027ZJGdGtVG94WCEsXTUhqKygsuU44vEGQrrBKPjkijvuVusNfpB27E8jyUWFw23LMl","PajTsiab Xyooj","https://scontent.fesb9-1.fna.fbcdn.net/v/t39.30808-1/484550818_2566787583514918_3027691351994933753_n.jpg?stp=cp0_dst-jpg_s32x32_tt6&_nc_cat=101&ccb=1-7&_nc_sid=e99d92&_nc_ohc=fNkGmYHS4sIQ7kNvwHzisrT&_nc_oc=Adk1nE_P8HeRqt7w_AYZmrABlAnHoWFTQk6tHgWczGdNwOPzXCleTmoIN5lSnEJ4uK4&_nc_zt=24&_nc_ht=scontent.fesb9-1.fna&_nc_gid=I4nR52Bzwi3TDJVUGmAHzw&oh=00_AfOOtG5nu5SUpFVgr8RotBd4fSvzZQbFtqD3ijrYzEoPfQ&oe=684B8546",,,"Infold!!!! i’m waiting for my MOF!!! 😭😭😭😭","0"
,,,,,,,,,,,,,,,,,,,,,,"https://www.facebook.com/LoveandDeepspaceEN/videos/1084720313573370/?comment_id=2046509732506159","1","2025-05-10T03:13:26.000Z","664939976517435","https://www.facebook.com/watch/?v=1084720313573370","ZmVlZGJhY2s6NjY0OTM5OTc2NTE3NDM1XzIwNDY1MDk3MzI1MDYxNTk=","Y29tbWVudDo2NjQ5Mzk5NzY1MTc0MzVfMjA0NjUwOTczMjUwNjE1OQ==","https://www.facebook.com/watch/?v=1084720313573370","5",,,,,,,,,,,"Love and Deepspace | Heartbeat Ripples Series Memories Rerun
Be Immersed In This Moment's Hidden Elegance
🤍[Heartbeat Ripples] Series Memories Rerun is...","pfbid02Q1U5dDeWGPeyBSRQhkqi9XXocnGFyGdKSsTaY1QqmDciHbe6JmicUKv528FHC6yNl","Calisto Qin","https://scontent.fesb4-2.fna.fbcdn.net/v/t39.30808-1/503699714_122163739412541210_2777143297985914312_n.jpg?stp=cp0_dst-jpg_s32x32_tt6&_nc_cat=111&ccb=1-7&_nc_sid=e99d92&_nc_ohc=WUeMJeM-IPcQ7kNvwEyD0FD&_nc_oc=AdmXOUaV4JqwXahdsmOy-A75SeN63sF-gOkuxTl_x6wKM1KlSF3nykAnqrDnqsnGj7Q&_nc_zt=24&_nc_ht=scontent.fesb4-2.fna&_nc_gid=I4nR52Bzwi3TDJVUGmAHzw&oh=00_AfN2V3PdMrAAkbOcle978cIz8LWj7BMZ-UeEzj6xq-T1AQ&oe=684B65DA","https://www.facebook.com/proxyQin",,"Noooo gimme good cat code plz 😭😭😭😭😭😭","0"
,,,,,,,,,,,,,,,,,,,,,,"https://www.facebook.com/LoveandDeepspaceEN/videos/1084720313573370/?comment_id=702533768891879",,"2025-05-10T03:16:48.000Z","664939976517435","https://www.facebook.com/watch/?v=1084720313573370","ZmVlZGJhY2s6NjY0OTM5OTc2NTE3NDM1XzcwMjUzMzc2ODg5MTg3OQ==","Y29tbWVudDo2NjQ5Mzk5NzY1MTc0MzVfNzAyNTMzNzY4ODkxODc5","https://www.facebook.com/watch/?v=1084720313573370","12",,,,,,,,,,,"Love and Deepspace | Heartbeat Ripples Series Memories Rerun
Be Immersed In This Moment's Hidden Elegance
🤍[Heartbeat Ripples] Series Memories Rerun is...","pfbid02pehaPXs3qc8AeW8vsZhcgtihefs6HNCCK7TSy3YDN9q31CybSnXgQVzRpz1FbKRAl","Hannah Grace","https://scontent.fesb9-1.fna.fbcdn.net/v/t39.30808-1/503345588_23935778899388936_2492337805264751402_n.jpg?stp=cp0_dst-jpg_s32x32_tt6&_nc_cat=101&ccb=1-7&_nc_sid=e99d92&_nc_ohc=a43VWzFnoQkQ7kNvwHkTiCM&_nc_oc=AdnLiaeXy1JylErMHjZMumHstaq3TBPP1SZb-Ht8puCwnYzlseJ_MaaWFLKLADXXJ80&_nc_zt=24&_nc_ht=scontent.fesb9-1.fna&_nc_gid=I4nR52Bzwi3TDJVUGmAHzw&oh=00_AfMl6E9GCh7E6JrZEYZh2ln9h6NS7IOtSqOt9R79hGEaBw&oe=684B899D","https://www.facebook.com/gothame.melinoe",,"I was so excited until I saw the Oracle of Scam 😔","0"
,,,,,,,,,,,,,,,,,,,,,,"https://www.facebook.com/LoveandDeepspaceEN/videos/1084720313573370/?comment_id=533143029867786","2","2025-05-10T03:29:48.000Z","664939976517435","https://www.facebook.com/watch/?v=1084720313573370","ZmVlZGJhY2s6NjY0OTM5OTc2NTE3NDM1XzUzMzE0MzAyOTg2Nzc4Ng==","Y29tbWVudDo2NjQ5Mzk5NzY1MTc0MzVfNTMzMTQzMDI5ODY3Nzg2","https://www.facebook.com/watch/?v=1084720313573370","15",,,,,,,,,,,"Love and Deepspace | Heartbeat Ripples Series Memories Rerun
Be Immersed In This Moment's Hidden Elegance
🤍[Heartbeat Ripples] Series Memories Rerun is...","pfbid02XhGEEWUXsYdSyHPq5Fd6QbJDZB1v4PKRfWQ6TijxYBU2UuQBBhnbetwXyDkdp3MXl","Amanda Branson","https://scontent.fesb3-2.fna.fbcdn.net/v/t39.30808-1/421500099_10232079963849731_5596553293658768824_n.jpg?stp=cp0_dst-jpg_s32x32_tt6&_nc_cat=104&ccb=1-7&_nc_sid=e99d92&_nc_ohc=oYlxi-wu1IkQ7kNvwFNF7dX&_nc_oc=AdkYkYPbSFXFR1b6u_nPILD3Z8-THRASHqW999GOJdXrZYZO-TP9aX7VkIcyBZPRSGY&_nc_zt=24&_nc_ht=scontent.fesb3-2.fna&_nc_gid=I4nR52Bzwi3TDJVUGmAHzw&oh=00_AfOxlMEtDQSNwGCr-XhQjOGXLu1jrzfPyXBLP7kgPPNzUw&oe=684B80BB","https://www.facebook.com/RawrzKitteh",,"Maybe it'll be a normal banner pull 🥲 if it's the oracle of scam imma skip.","0"
"Sticker",,"https://scontent.fesb4-1.fna.fbcdn.net/v/t39.1997-6/56448402_2379840658707338_6163000168196079616_n.webp?stp=cp0_dst-webp_s110x80&_nc_cat=105&ccb=1-7&_nc_sid=1176f5&_nc_ohc=JrKJis1P2BsQ7kNvwEiP0oQ&_nc_oc=AdlWdlPfTezyfeMIAOGtJ9hU0QTPItMHCR407rPKahaAWuQSDymZhwiXbejPJI27W4A&_nc_zt=26&_nc_ht=scontent.fesb4-1.fna&_nc_gid=I4nR52Bzwi3TDJVUGmAHzw&oh=00_AfMn7B8Gmmp_xgJfrjocXp5n6Ph_fSNp_QrVDxOM-AnelA&oe=684B7BCB",,,"18","50","4","5","2379541818737222","80","https://scontent.fesb3-1.fna.fbcdn.net/v/t39.1997-6/56293305_2379541828737221_5690543217196400640_n.png?stp=cp0_dst-png_s110x80&_nc_cat=1&ccb=1-7&_nc_sid=23dd7b&_nc_ohc=x-K5I-3YX0YQ7kNvwFwMJNl&_nc_oc=AdnGp-U9NBLMDI_9FiWq0G0QFOww59v2ASSUcwZEixcbOMfBawq30TojG7xRODFK8iQ&_nc_zt=26&_nc_ht=scontent.fesb3-1.fna&_nc_gid=I4nR52Bzwi3TDJVUGmAHzw&oh=00_AfOtHqeXO2RtSkYsd89XuV0Cf6HnPDx2utyEMm046U4MMg&oe=684B82A2","80","Rabbit is crying on the floor with hands and feet hitting the ground. The tears fly upwards.",,,,,"2366501506707920","Hyper Usagyuuun",,"https://scontent.fesb3-1.fna.fbcdn.net/v/t39.1997-6/56216685_2379541822070555_6447678782487658496_n.png?stp=dst-png_p320x320&_nc_cat=103&ccb=1-7&_nc_sid=ba09c1&_nc_ohc=M5S4BH90RB0Q7kNvwG4zU6B&_nc_oc=AdltgXMVR0mz7OOMCIYwMd6fB3ogyNkGpIyFHz2CvQh9ibuQ7YfjoCrrakb6iS0cm3A&_nc_zt=26&_nc_ht=scontent.fesb3-1.fna&_nc_gid=I4nR52Bzwi3TDJVUGmAHzw&oh=00_AfOWAGntqVy6oqCcicSjhU3d7pAEvzMwUSM_XXsfxnTKaw&oe=684B601D","https://www.facebook.com/LoveandDeepspaceEN/videos/1084720313573370/?comment_id=3997141147165718","1","2025-05-10T03:07:32.000Z","664939976517435","https://www.facebook.com/watch/?v=1084720313573370","ZmVlZGJhY2s6NjY0OTM5OTc2NTE3NDM1XzM5OTcxNDExNDcxNjU3MTg=","Y29tbWVudDo2NjQ5Mzk5NzY1MTc0MzVfMzk5NzE0MTE0NzE2NTcxOA==","https://www.facebook.com/watch/?v=1084720313573370","5",,,,,,,,,,,"Love and Deepspace | Heartbeat Ripples Series Memories Rerun
Be Immersed In This Moment's Hidden Elegance
🤍[Heartbeat Ripples] Series Memories Rerun is...","pfbid0MV1zkfStkocmAeuFvYsCy51cgf8zvwoiQgNThQHfJeD7keZ8ryB7MWDWndoF7AWEl","Fernanda Leon Redfield","https://scontent.fesb4-5.fna.fbcdn.net/v/t39.30808-1/375220885_6550629814985258_6196479389415993633_n.jpg?stp=cp0_dst-jpg_s32x32_tt6&_nc_cat=108&ccb=1-7&_nc_sid=e99d92&_nc_ohc=zFkXPlzHrIIQ7kNvwH_s_81&_nc_oc=AdnfsQeuCACOKx5kFxiWicRd5r53fAqQevCk4dFtee6SgezHSykbJQOjn8W7jHvJ53Y&_nc_zt=24&_nc_ht=scontent.fesb4-5.fna&_nc_gid=I4nR52Bzwi3TDJVUGmAHzw&oh=00_AfP5I3iIo8Bpk_tywq7RgRulVst3DE2awpZhMxV9jlkwBw&oe=684B8A2C",,,"Nooooooo the oracle nooooooo","0"
,,,,,,,,,,,,,,,,,,,,,,"https://www.facebook.com/LoveandDeepspaceEN/videos/1084720313573370/?comment_id=9797964810284380","14","2025-05-10T03:14:40.000Z","664939976517435","https://www.facebook.com/watch/?v=1084720313573370","ZmVlZGJhY2s6NjY0OTM5OTc2NTE3NDM1Xzk3OTc5NjQ4MTAyODQzODA=","Y29tbWVudDo2NjQ5Mzk5NzY1MTc0MzVfOTc5Nzk2NDgxMDI4NDM4MA==","https://www.facebook.com/watch/?v=1084720313573370","143",,,,,,,,,,,"Love and Deepspace | Heartbeat Ripples Series Memories Rerun
Be Immersed In This Moment's Hidden Elegance
🤍[Heartbeat Ripples] Series Memories Rerun is...","pfbid02v42MezCTLAfUV9FpaMvPGUKELDJi45oBVVSDqgY9bZWdfNy1bJ388TfEsjgWhxerl","Fay Fahsai Chonnipha Prakobphol","https://scontent.fesb4-1.fna.fbcdn.net/v/t39.30808-1/239020615_10159455984200996_8608143740209237319_n.jpg?stp=cp0_dst-jpg_s32x32_tt6&_nc_cat=105&ccb=1-7&_nc_sid=e99d92&_nc_ohc=OZ7bC_pVf5AQ7kNvwGa6D8o&_nc_oc=Adl8ejEDzx2s5EjoDZ0fZDKfhAou_iTuXve5eMVsuKWliSP0e-RHJBS_IAZmNS5tAxM&_nc_zt=24&_nc_ht=scontent.fesb4-1.fna&_nc_gid=I4nR52Bzwi3TDJVUGmAHzw&oh=00_AfPvzWgs3m4jlQHWPvQpwTamTnfV-v793w_XQCTPejpD2w&oe=684B7716",,,"Good luck new players who came after this legendary oracle of star 😌 I’m glad you all can have a taste of real pain","0"
,,,,,,,,,,,,,,,,,,,,,,"https://www.facebook.com/LoveandDeepspaceEN/videos/1084720313573370/?comment_id=692056590137963","3","2025-05-10T03:10:43.000Z","664939976517435","https://www.facebook.com/watch/?v=1084720313573370","ZmVlZGJhY2s6NjY0OTM5OTc2NTE3NDM1XzY5MjA1NjU5MDEzNzk2Mw==","Y29tbWVudDo2NjQ5Mzk5NzY1MTc0MzVfNjkyMDU2NTkwMTM3OTYz","https://www.facebook.com/watch/?v=1084720313573370","16",,,,,,,,,,,"Love and Deepspace | Heartbeat Ripples Series Memories Rerun
Be Immersed In This Moment's Hidden Elegance
🤍[Heartbeat Ripples] Series Memories Rerun is...","pfbid0PLG9ESxUaDgMezxDZvKo4He1o5WSq6QCvtX9PPgS5DVan54zpyegzyGX7TC95yPol","Brenda Saade","https://scontent.fesb9-1.fna.fbcdn.net/v/t39.30808-1/494086306_9101340136637370_2713765304155051506_n.jpg?stp=cp0_dst-jpg_s32x32_tt6&_nc_cat=101&ccb=1-7&_nc_sid=e99d92&_nc_ohc=vGGxmg3ULg8Q7kNvwGrRPLm&_nc_oc=AdlXl4a7EWbjah3-6hS80okqK9DmEDa__S3dQj1sO0u5TQQQR9555VuvHrC3BfW5wWE&_nc_zt=24&_nc_ht=scontent.fesb9-1.fna&_nc_gid=I4nR52Bzwi3TDJVUGmAHzw&oh=00_AfOx1veXOk5Q9juh14gNvVbp7q1dumZP3cYGhpSpIm_NIw&oe=684B5DD3",,,"Vas bien es el oracle del ROBO, si va a costar lo mismo, con la misma probabilidad no tiro. QUIERO las cartas de Zayne pero no a ese costo 🫵👹","0"
,,,,,,,,,,,,,,,,,,,,,,"https://www.facebook.com/LoveandDeepspaceEN/videos/1084720313573370/?comment_id=1934036137400690",,"2025-05-10T03:26:57.000Z","664939976517435","https://www.facebook.com/watch/?v=1084720313573370","ZmVlZGJhY2s6NjY0OTM5OTc2NTE3NDM1XzE5MzQwMzYxMzc0MDA2OTA=","Y29tbWVudDo2NjQ5Mzk5NzY1MTc0MzVfMTkzNDAzNjEzNzQwMDY5MA==","https://www.facebook.com/watch/?v=1084720313573370","3",,,,,,,,,,,"Love and Deepspace | Heartbeat Ripples Series Memories Rerun
Be Immersed In This Moment's Hidden Elegance
🤍[Heartbeat Ripples] Series Memories Rerun is...","pfbid026tJzQA63g8J3wUqGGX1LtKaA2Ku3HPw4q1PAWCiGEnjq4GACTRUf7WdNEeqEScjRl","Jei Summer","https://scontent.fesb3-1.fna.fbcdn.net/v/t39.30808-1/492003807_4071144259770662_3316461517521302580_n.jpg?stp=cp0_dst-jpg_s32x32_tt6&_nc_cat=103&ccb=1-7&_nc_sid=e99d92&_nc_ohc=K4srbo7yvmkQ7kNvwHw2AnM&_nc_oc=AdmGp8yz26sEc6GOMhEe6SGEEaKKdrzgGbs8iZpxXwwZyZjF3qnGd6X9uX17s9N63f4&_nc_zt=24&_nc_ht=scontent.fesb3-1.fna&_nc_gid=I4nR52Bzwi3TDJVUGmAHzw&oh=00_AfMJcuQhoRQQ2ejtHhwnKEeKX4vluZdLDpiHyVY7IYAwdQ&oe=684B6913",,,"HALA ORACLE OF STARS AGAIN??? PLEASE DO A RERUN OF MOF INSTEAD 😭😭😭😭","0"
,,,,,,,,,,,,,,,,,,,,,,"https://www.facebook.com/LoveandDeepspaceEN/videos/1084720313573370/?comment_id=618296264577403",,"2025-05-10T03:12:49.000Z","664939976517435","https://www.facebook.com/watch/?v=1084720313573370","ZmVlZGJhY2s6NjY0OTM5OTc2NTE3NDM1XzYxODI5NjI2NDU3NzQwMw==","Y29tbWVudDo2NjQ5Mzk5NzY1MTc0MzVfNjE4Mjk2MjY0NTc3NDAz","https://www.facebook.com/watch/?v=1084720313573370","1",,,,,,,,,,,"Love and Deepspace | Heartbeat Ripples Series Memories Rerun
Be Immersed In This Moment's Hidden Elegance
🤍[Heartbeat Ripples] Series Memories Rerun is...","61571970001849","Rima Starry Starlight","https://scontent.fesb4-2.fna.fbcdn.net/v/t39.30808-1/497586108_122123450186732333_730207435120895240_n.jpg?stp=cp0_dst-jpg_s32x32_tt6&_nc_cat=111&ccb=1-7&_nc_sid=111fe6&_nc_ohc=ZmL6XLhu3PkQ7kNvwGd1CZL&_nc_oc=Adkr_6AkUWjBf40_lXaQhqMGkCDLRcpSe3yAk83pBzDiniPR6vdNuStacMF48bcUT_c&_nc_zt=24&_nc_ht=scontent.fesb4-2.fna&_nc_gid=I4nR52Bzwi3TDJVUGmAHzw&oh=00_AfPjmhS1lhkevVg9lENGoJg_I99UKWZIkeW-TT4GnjUnEQ&oe=684B7552",,,"getting bitten n hugged by xavie from behind only with towel inside the water... 🫦🫦🫦🫦 this is the most hot card ever... 🥵🥵🥵🥵I want it to be animated ...","0"
